Sud I-LOC I-PER
( O O
États-Unis I-LOC O
) O O
Supplement O I-ORG
to O O
the O O
English O I-MISC
botany O O
of O O
the O O
late O O
Sir O O
J I-PER O
. I-PER O
E I-PER O
. I-PER O
Smith I-PER I-PER
and O O
Mr O O
. O O
Sowerby I-PER I-PER
: O O
the O O
descriptions O O
COMMA O I-ORG
synonyms O O
COMMA O I-ORG
and O O
places O O
of O O
growth O O
. O O
Vol O O
. O O
4 O O
/ O O
by O O
William I-PER I-PER
Jackson I-PER I-PER
Hooker I-PER I-PER
COMMA O O
. O O
. O O
. O O
and O O
other O O
eminent O O
botanists O O
; O O
the O O
figures O O
by O O
James I-PER I-PER
de I-PER I-PER
Carle I-PER I-PER
Sowerby I-PER I-PER
COMMA O O
. O O
. O O
. O O
and O O
John I-PER I-PER
William I-PER I-PER
Salter I-PER I-PER
COMMA O O
. O O
. O O
. O O
Hooker I-PER O
COMMA O I-ORG
Jackson I-PER I-ORG
Sowerby I-PER I-ORG
COMMA O I-ORG
de I-PER I-ORG
Carle I-PER I-ORG
. O O
Illustrateur O I-PER
Salter I-PER I-PER
COMMA O I-PER
William I-PER I-PER
( O O
1820-1869 O O
) O O
. O O
Illustrateur O O
J I-ORG O
. I-ORG O
D I-ORG O
. I-ORG O
C I-ORG O
. I-ORG O
and O O
C I-ORG O
. I-ORG O
E I-ORG O
. I-ORG O
Sowerby I-ORG I-PER
( O O
London I-LOC I-LOC
) O O
Plantes O I-ORG
-- O O
Grande-Bretagne I-LOC O
[ O O
Letter O O
from O O
Roger I-PER I-PER
Casement I-PER I-PER
COMMA O O
Berlin I-LOC I-LOC
to O O
Captain O O
Hans I-PER I-PER
Boehm I-PER I-PER
COMMA O O
referring O O
to O O
the O O
possibility O O
of O O
Boehm I-PER I-PER
going O O
to O O
the O O
camp O O
at O O
Limburg I-LOC I-LOC
in O O
person O O
. O O
] O O
Boehm I-PER I-PER
COMMA O O
-- O O
Correspondence O I-ORG
Casement I-PER I-ORG
COMMA O I-ORG
COMMA O I-ORG
Sir O O
COMMA O O
1864-1916-- O O
Correspondence O O
Ireland I-LOC I-LOC
-- O O
History-- O O
Easter I-PER I-MISC
Rising I-PER I-MISC
COMMA O O
1916-- O O
Causes O O
World O I-MISC
War O I-MISC
COMMA O I-MISC
1914-1918-- O O
Germany I-LOC I-LOC
World O I-MISC
War O I-MISC
COMMA O I-MISC
1914-1918-- O O
Prisoners O O
and O O
prisons O O
COMMA O I-ORG
Irish O I-ORG
1 O O
leaf O O
( O O
2 O O
p O O
. O O
) O O
Casement I-PER I-MISC
COMMA O I-MISC
COMMA O I-MISC
Sir O O
COMMA O O
1864-1916 O O
[ O I-ORG
Archives O I-ORG
de O O
la O O
parole O O
] O O
. O O
COMMA O I-MISC
Ulster I-LOC I-MISC
/ O O
[ O O
Rudyard I-PER I-PER
Kipling I-PER I-PER
] O O
COMMA O O
aut O O
. O O
; O O
Mr O O
[ O O
D O O
. O O
L O O
. O O
] O O
Savory I-PER O
COMMA O I-ORG
voix O O
Kipling I-PER I-PER
COMMA O I-PER
( O O
1865-1936 O O
) O O
. O O
Auteur O O
du O O
texte O O
Université I-ORG I-ORG
de I-ORG I-ORG
Paris I-ORG I-ORG
COMMA O I-ORG
Archives I-ORG I-ORG
de I-ORG O
la I-ORG O
parole I-ORG O
( O O
Paris I-LOC I-LOC
) O O
Enregistrement O O
: O O
Paris I-LOC I-ORG
COMMA O I-ORG
Université I-ORG I-ORG
de I-ORG I-ORG
Paris I-ORG I-ORG
COMMA O I-ORG
La O I-ORG
Sorbonne O I-ORG
COMMA O O
23-12-1913 O O
enregistrement O O
parlé O O
Programming O O
Paradigms O O
for O O
Multicore O I-ORG
Processors O I-ORG
Mag O I-ORG
. O O
Markus I-PER I-PER
Höckner I-PER I-PER
Multicore O I-PER
Programming O O
Paradigms O O
Programming O O
Paradigms O O
for O O
Multicore O I-ORG
Processors O I-ORG
Programming O I-ORG
models O O
and O O
paradigms O O
for O O
multicore O O
procesors O O
( O O
e O O
.g O O
. O O
: O O
Cell O O
B O O
.E O O
. O O
) O O
[ O O
Invitation O O
of O O
Miss O I-MISC
Ellen I-PER I-MISC
Power I-PER I-MISC
to O O
a O O
Solemn O I-ORG
Votive O I-ORG
Mass O I-ORG
at O O
St I-LOC O
. I-LOC O
Andrew I-LOC I-PER
SQUOTE O O
s O O
COMMA O I-ORG
Westland O I-ORG
Row O I-ORG
for O I-ORG
University I-ORG I-ORG
College I-ORG I-ORG
COMMA O I-ORG
Dublin I-LOC I-ORG
Centenary O I-ORG
Celebrations O I-ORG
COMMA O I-ORG
from O O
the O O
Archbishop O O
of O O
Dublin I-LOC I-LOC
. O O
] O O
Invitation O O
cards-- O O
1954 O O
Power I-PER O
COMMA O I-ORG
University I-ORG I-ORG
College I-ORG I-ORG
COMMA O O
Dublin I-LOC I-LOC
-- O O
Centennial O O
celebrations O O
Votive O I-ORG
offerings-- O I-ORG
Dublin I-LOC I-ORG
( O O
Ireland I-LOC I-LOC
) O O
10ft O I-PER
Newtonian O I-PER
( O O
reflector O O
) O O
telescope O O
tube O O
Sir O O
William I-PER I-PER
Herschel I-PER I-PER
Johann I-PER I-PER
Alexander I-PER I-PER
Herschel I-PER I-PER
Caroline I-PER I-PER
Lucretia I-PER I-PER
Herschel I-PER I-PER
Astronomical O I-PER
Instruments O O
This O O
is O O
the O O
octagonal O O
tube O O
for O O
William I-PER I-PER
Herschel I-PER I-PER
& O O
amp O O
; O O
apos O O
; O O
s O O
ten O O
foot O O
Newtonian O I-PER
( O O
reflector O O
) O O
telescope O O
. O O
The O O
tube O O
is O O
made O O
of O O
deal O O
( O O
wood O O
) O O
and O O
is O O
painted O O
dark O O
grey O O
. O O
William I-PER I-PER
Herschel I-PER I-PER
made O O
many O O
telescopes O O
of O O
this O O
type O O
both O O
for O O
his O O
own O O
use O O
and O O
to O O
sell O O
. O O
He O O
made O O
two O O
types O O
of O O
ten O O
foot O O
reflector O O
COMMA O O
this O O
one O O
is O O
one O O
of O O
his O O
small O O
ten O O
foot O O
reflectors O O
because O O
it O O
has O O
a O O
mirror O O
of O O
only O O
8 O O
.3 O O
inches O O
diameter O O
instead O O
of O O
twenty-four O O
inches O O
. O O
The O O
large O O
ten O O
foot O O
reflector O O
Herschel I-PER I-PER
only O O
made O O
one O O
. O O
The O O
stand O O
for O O
this O O
telescope O O
has O O
not O O
survived O O
. O O
[ O O
Letter O O
from O O
Roger I-PER I-PER
Casement I-PER I-PER
( O O
The O O
Savoy O I-ORG
COMMA O I-ORG
Denham I-LOC I-ORG
) O O
to O O
[ O O
Robert O I-PER
] O I-PER
Donovan I-PER I-PER
COMMA O O
discussing O O
redistribution O O
and O O
Ireland I-LOC I-LOC
; O O
Ulster I-PER I-ORG
Unionist I-PER I-ORG
representation O O
; O O
the O O
optimism O O
of O O
Redmond I-PER I-LOC
and O O
Dillon I-PER I-PER
; O O
Irish O I-MISC
representatives O O
and O O
the O O
English O I-MISC
Education O I-MISC
Act O I-MISC
; O O
and O O
the O O
Liberals O I-MISC
. O O
] O I-PER
Apportionment O I-PER
( O O
Election O O
law O O
) O O
Books O I-MISC
Casement I-PER I-MISC
COMMA O I-MISC
COMMA O I-MISC
Sir O O
COMMA O O
1864-1916-- O O
Correspondence O I-PER
Donovan I-PER I-PER
COMMA O O
-- O O
Correspondence O I-ORG
Educational O I-ORG
law O O
and O O
legislation-- O O
Great I-LOC O
Britain I-LOC I-LOC
Great I-LOC O
Britain I-LOC I-LOC
-- O O
Politics O O
and O O
government-- O O
1901-1910 O O
Home O O
Rule-- O O
Ireland I-LOC I-LOC
Ireland I-LOC I-LOC
-- O O
Politics O O
and O O
government-- O O
1901-1910 O O
Newspapers-- O O
Great I-LOC O
Britain I-LOC I-LOC
Newspapers-- O O
Ireland I-LOC I-LOC
Samuel I-PER O
COMMA O I-ORG
Louis I-PER I-ORG
Samuel I-PER I-ORG
COMMA O I-ORG
Viscount O I-ORG
COMMA O I-ORG
1870-1963 O O
Statutes-- O O
Great I-LOC I-ORG
Britain I-LOC I-ORG
Unionism O I-ORG
( O O
Irish O I-MISC
politics O O
) O O
Casement I-PER I-MISC
COMMA O I-MISC
COMMA O I-MISC
Sir O O
COMMA O O
1864-1916 O O
Home O O
Districts O O
[ O O
By O O
John I-PER I-PER
Farmey I-PER I-PER
COMMA O O
Kilnalag O O
COMMA O I-ORG
Williamstown I-LOC I-ORG
COMMA O I-ORG
Co O I-ORG
. O O
Galway I-LOC I-LOC
. O O
] O O
Galway I-LOC I-LOC
( O O
Ireland I-LOC I-LOC
: O O
County O I-ORG
) O O
Ireland I-LOC I-LOC
-- O O
Folklore O I-LOC
Ireland I-LOC I-LOC
-- O O
School O O
children O O
Ireland I-LOC I-LOC
-- O O
Social O O
life O O
and O O
customs O O
Ireland I-LOC I-LOC
-- O O
Town O O
and O O
city O O
histories O O
Collector O I-PER
SQUOTEs O I-PER
name O O
not O O
given O O
. O O
Admiralty O I-ORG
Pattern O I-ORG
1900 O O
M O O
unknown O O
Navigational O I-ORG
Instruments O I-ORG
This O I-ORG
gyrocompass O O
repeater O O
has O O
a O O
brass O O
bowl O O
that O O
contains O O
an O O
electric O O
motor O O
for O O
driving O O
the O O
compass O O
card O O
. O O
The O O
bowl O O
is O O
set O O
in O O
gimbals O O
and O O
has O O
two O O
lamp-holder O O
fittings O O
on O O
either O O
side O O
and O O
a O O
card O O
adjustment O O
control O O
at O O
the O O
side O O
. O O
The O O
compass O O
card O O
has O O
a O O
diameter O O
of O O
8 O O
inches O O
( O O
203 O O
mm O O
) O O
and O O
is O O
divided O O
into O O
degrees O O
COMMA O I-ORG
with O O
additional O O
figures O O
printed O O
in O O
reverse O O
for O O
the O O
use O O
of O O
a O O
horizon O O
ring O O
with O O
the O O
repeater O O
. O O
There O O
are O O
also O O
markings O O
at O O
the O O
cardinal O O
and O O
half-cardinal O O
points O O
. O O
The O O
repeater O O
was O O
originally O O
part O O
of O O
a O O
gyrocompass O O
system O O
used O O
on O O
HMS O O
& O O
amp O O
; O O
# O O
x2018 O O
; O O
Triumph O O
& O O
amp O O
; O O
# O O
x2019 O O
; O O
COMMA O I-ORG
which O O
was O O
decommissioned O O
in O O
1981 O O
. O O
The O O
repeater O O
would O O
have O O
been O O
linked O O
to O O
a O O
master O O
unit O O
COMMA O I-ORG
from O O
which O O
the O O
compass O O
reading O O
came O O
. O O
Gyrocompasses O O
were O O
first O O
successfully O O
developed O O
at O O
the O O
beginning O O
of O O
the O O
20th O O
century O O
as O O
a O O
solution O O
to O O
the O O
problems O O
of O O
magnetic O O
variation O O
and O O
deviation O O
that O O
are O O
inherent O O
in O O
magnetic O O
compasses O O
. O O
They O O
use O O
the O O
properties O O
of O O
spinning O O
gyroscopes O O
which O O
keep O O
the O O
compass O O
pointing O O
in O O
a O O
fixed O O
direction O O
COMMA O I-ORG
usually O O
Earth O I-ORG
& O I-ORG
amp O O
; O O
# O O
x2019 O O
; O O
s O O
true O O
north O O
. O O
How O O
to O O
be O O
an O O
online O O
tutor O O
Duggleby I-PER I-PER
COMMA O O
E-Learning O O
Tutor O I-PER
Literaturverz O I-PER
. O O
S O O
. O O
151 O O
- O O
152 O O
Aldershot I-ORG I-PER
Gower I-ORG I-PER
Epics O I-PER
of O O
the O O
Hungarian O I-MISC
Plain O I-MISC
Arany I-PER I-MISC
János I-PER I-MISC
magyar O O
irodalom O O
CONTENTS O O
◊ O O
Preface O O
◊ O O
Introduction O O
: O O
An O O
Epic O I-ORG
Journey O I-ORG
◊ O O
Death O O
of O O
Buda O I-LOC
◊ O O
Toldi I-PER I-ORG
◊ O O
Toldi I-PER I-PER
SQUOTE O O
s O O
Love I-PER O
◊ O O
Toldi I-PER I-PER
SQUOTE O O
s O O
Eve O O
◊ O O
Biographical O I-ORG
Sketch O I-ORG
◊ O I-ORG
Brief O I-ORG
Bibliography O I-ORG
Nyerges I-PER I-ORG
Anton O I-ORG
N O I-ORG
. O O
Laskay I-PER I-ORG
Gabriella I-PER I-ORG
Drótos I-PER I-ORG
László I-PER I-ORG
Tapolcai I-PER I-ORG
Ágnes I-PER I-ORG
19 O O
. O O
sz O O
. O O
News O I-ORG
BBC I-ORG I-ORG
employment O O
BBC I-ORG I-ORG
Newsreader O I-ORG
Anna I-PER I-ORG
Ford I-PER I-ORG
introduces O O
a O O
Rachel I-PER I-PER
Ellison I-PER I-PER
report O O
about O O
work O O
in O O
the O O
21st O O
century O O
. O O
After O O
the O O
report O O
COMMA O O
Anna I-PER I-PER
Ford I-PER I-PER
interviews O O
Professor O O
John I-PER I-PER
Hunt I-PER I-PER
about O O
how O O
work O O
patterns O O
will O O
change O O
in O O
the O O
next O O
century O O
. O O
Commentaries O O
on O O
the O O
Laws O I-ORG
of O I-ORG
England I-LOC I-ORG
. O O
Book O O
the O O
second O O
Blackstone I-PER I-ORG
COMMA O I-ORG
Sir O O
1723-1780 O O
Clarendor I-ORG I-ORG
Press I-ORG I-ORG
Alicante I-ORG I-ORG
Biblioteca I-ORG I-ORG
Virtual I-ORG I-ORG
Miguel I-ORG I-ORG
de I-ORG I-ORG
Cervantes I-ORG I-ORG
Derecho O I-ORG
Bristol I-LOC I-ORG
Bill I-PER I-ORG
recalls O O
participating O O
in O O
the O O
protest O O
march O O
in O O
1932 O O
that O O
culminated O O
in O O
the O O
Old I-LOC I-MISC
Market I-LOC I-MISC
riots O O
. O O
BBC I-ORG O
( O O
producer O O
) O O
Curtis I-PER I-PER
COMMA O I-PER
( O O
b O O
.1911 O O
/ O O
10 O O
/ O O
16 O O
; O O
male O O
COMMA O I-ORG
retired O O
Post O I-ORG
Office O I-ORG
engineer O O
) O O
( O O
interviewee O O
) O O
Vincent I-PER I-PER
COMMA O I-PER
( O O
male O O
COMMA O I-ORG
interviewer O O
) O O
( O O
recordist O O
) O O
Euangelicae O I-ORG
demonstrationis O O
Lib O O
. O O
X O O
. O O
Eusèbe I-PER I-ORG
de I-PER I-ORG
Césarée I-PER I-ORG
Estienne I-PER I-ORG
COMMA O O
I I-PER O
( O O
Paris I-LOC I-LOC
) O O
Religion O I-ORG
[ O O
Note O O
by O O
John I-PER I-PER
Henry I-PER I-PER
Newman I-PER I-PER
( O O
Birmingham I-LOC I-LOC
) O O
COMMA O I-ORG
authorising O O
Professor O O
Butler I-PER I-PER
COMMA O I-PER
Dean O I-PER
of O O
the O O
Faculty I-ORG I-ORG
of I-ORG I-ORG
Philosophy I-ORG I-ORG
and I-ORG I-ORG
Letters I-ORG I-ORG
COMMA O I-ORG
to O O
enter O O
the O O
names O O
of O O
students O O
in O O
the O O
matriculation O O
book O O
[ O O
of O O
the O O
Catholic O I-MISC
] O I-ORG
University O I-ORG
] O O
. O O
] O O
Butler I-PER I-PER
COMMA O O
- O O
COMMA O I-ORG
Professor O I-ORG
Catholic I-ORG I-ORG
University I-ORG I-ORG
of I-ORG I-ORG
Ireland I-ORG I-ORG
-- O O
Admissions O I-ORG
Catholic I-ORG I-ORG
University I-ORG I-ORG
of I-ORG I-ORG
Ireland I-ORG I-ORG
-- O O
Records O O
and O O
correspondence O O
Newman I-PER I-PER
COMMA O I-PER
Henry I-PER I-PER
COMMA O O
1801-1890-- O O
Correspondence O O
Newman I-PER I-PER
COMMA O I-PER
Henry I-PER I-PER
COMMA O O
1801-1890 O O
All O O
of O O
my O O
sins O O
are O O
taken O O
away O O
; O O
Ai I-PER I-PER
Suzette I-PER I-PER
/ O O
Edna I-PER I-PER
Thomas I-PER I-PER
COMMA O O
S O O
; O O
with O O
orchestra O O
Thomas I-PER I-PER
COMMA O I-PER
( O O
1885-1974 O O
) O O
. O O
Soprano O O
chanson O O
anglophone O O
Paidreacha O I-ORG
COMMA O I-ORG
Trades O I-ORG
COMMA O I-ORG
May-day O O
customs O O
COMMA O I-ORG
Cures O I-ORG
COMMA O I-ORG
Lucht O I-ORG
siubhal O O
COMMA O I-ORG
Luibheanna O I-ORG
agus O O
craobhanna O O
and O O
Tighthe O O
na O O
sean-aimsire O O
[ O O
Accounts O O
by O O
Bridget I-PER I-PER
Treacy I-PER I-PER
COMMA O O
Bina I-PER I-PER
Whyte I-PER I-PER
and O O
Nora I-PER I-PER
Feeney I-PER I-PER
COMMA O O
Leitre I-ORG O
School I-ORG O
COMMA O I-ORG
Ballinasloe I-LOC I-ORG
COMMA O I-ORG
Co O I-ORG
. O O
Galway I-LOC I-LOC
COMMA O I-ORG
collected O O
from O O
Michael I-PER I-PER
Treacy I-PER I-PER
COMMA O O
James I-PER I-PER
Whyte I-PER I-PER
COMMA O O
. O O
] O O
Ballinasloe I-LOC I-LOC
( O O
Ireland I-LOC I-LOC
) O O
Galway I-LOC I-ORG
( O O
Ireland I-LOC I-LOC
: O O
County O I-ORG
) O O
Ireland I-LOC I-LOC
-- O O
Folklore O I-LOC
Ireland I-LOC I-LOC
-- O O
School O O
children O O
Ireland I-LOC I-LOC
-- O O
Social O O
life O O
and O O
customs O O
The O I-LOC
Tragedy O I-LOC
of O I-LOC
Man O I-LOC
Az O I-LOC
ember O O
tragédiája O O
Tragedy O O
of O O
Man O O
Imre I-PER I-PER
Madách I-PER I-PER
magyar O O
irodalom O O
magyar O O
irodalom O O
angol O O
nyelven O O
dráma O O
javított O O
formátum O O
J I-PER O
. I-PER O
C I-PER O
. I-PER O
W I-PER O
. I-PER O
Horne I-PER I-ORG
Madách I-PER I-ORG
Irodalmi I-PER I-ORG
Társaság I-PER I-ORG
Drótos I-PER I-ORG
László I-PER I-ORG
Góczán I-PER I-ORG
Andrea I-PER I-ORG
19 O O
. O O
sz O O
. O O
Ráthanna O O
agus O O
Liosanna O I-ORG
COMMA O I-ORG
Filí O O
an O O
bhaile O O
COMMA O O
An O O
gabha O O
agus O O
a O O
chéardán O O
COMMA O I-ORG
and O O
A O O
Story O O
[ O O
Stories O O
by O O
Patrick I-PER I-PER
Raftery I-PER I-PER
COMMA O O
Bridget I-PER I-PER
Treacy I-PER I-PER
and O O
Thomas I-PER I-PER
O O I-PER
SQUOTEBrien I-PER O
COMMA O I-ORG
Leitre I-ORG I-ORG
School I-ORG I-ORG
COMMA O I-ORG
Ballinasloe I-LOC I-ORG
COMMA O I-ORG
Co O I-ORG
. O O
Galway I-LOC I-LOC
COMMA O I-ORG
collected O O
from O O
Brian I-PER I-PER
Raftery I-PER I-PER
COMMA O O
Michael I-PER I-PER
Treacy I-PER I-PER
. O O
] O O
Ballinasloe I-LOC I-LOC
( O O
Ireland I-LOC I-LOC
) O O
Galway I-LOC I-ORG
( O O
Ireland I-LOC I-LOC
: O O
County O I-ORG
) O O
Ireland I-LOC I-LOC
-- O O
Folklore O I-LOC
Ireland I-LOC I-LOC
-- O O
School O O
children O O
Ireland I-LOC I-LOC
-- O O
Social O O
life O O
and O O
customs O O
[ O O
MS O I-PER
Harley O I-PER
1802 O O
( O O
British I-ORG I-ORG
Museum I-ORG I-ORG
) O O
. O O
Research O O
notes O O
and O O
pencil O O
sketches O O
relating O O
to O O
the O O
background O O
to O O
the O O
manuscript O O
and O O
decoration O O
of O O
particular O O
folios O O
. O O
] O O
Catalogs-- O O
Great I-LOC O
Britain I-LOC I-LOC
Catalogues-- O O
Great I-LOC O
Britain I-LOC I-PER
Harley O I-PER
Manuscripts O I-PER
Manuscripts-- O O
Great I-LOC O
Britain I-LOC I-LOC
Henry I-PER I-LOC
COMMA O I-LOC
COMMA O O
1902-1982 O O
SQUOTE O O
The O O
form O O
of O O
the O O
Oath O I-ORG
of O I-ORG
Abjuration O I-ORG
SQUOTE O I-ORG
. O O
Church O O
history-- O O
Ireland I-LOC I-LOC
Parliamentary O O
history-- O O
Great I-LOC O
Britain I-LOC I-LOC
100 O O
gun O O
three-decker O O
unknown O O
Ship O I-ORG
Models O I-ORG
Scale O I-ORG
: O O
unknown O O
. O O
Full O O
hull O O
model O O
of O O
a O O
French O I-MISC
100-gun O O
three-decker O O
ship O O
of O O
the O O
line O O
. O O
A O O
small-scale O O
model O O
COMMA O I-ORG
with O O
the O O
main O O
part O O
of O O
the O O
hull O O
carved O O
from O O
a O O
single O O
piece O O
of O O
bone O O
COMMA O I-ORG
which O O
has O O
been O O
pieced O O
and O O
fitted O O
with O O
three O O
rows O O
of O O
turned O O
brass O O
cannon O O
. O O
The O O
masts O O
and O O
spars O O
are O O
also O O
made O O
from O O
bone O O
whilst O O
both O O
the O O
standing O O
and O O
running O O
rigging O O
is O O
mainly O O
silk O O
thread O O
COMMA O I-ORG
which O O
has O O
been O O
laid O O
up O O
into O O
various O O
sizes O O
. O O
It O O
is O O
complete O O
with O O
a O O
female O O
figurehead O O
COMMA O I-ORG
white O O
ensign O O
( O O
modern O O
) O O
and O O
a O O
set O O
of O O
boats O O
rigged O O
over O O
the O O
stern O O
on O O
davits O O
and O O
yard O O
tackles O O
amidships O O
. O O
The O O
whole O O
model O O
is O O
mounted O O
on O O
its O O
original O O
wooden O O
baseboard O O
COMMA O I-ORG
which O O
has O O
been O O
decorated O O
with O O
inlaid O O
stained O O
straw O O
in O O
geometrical O O
and O O
floral O O
patterns O O
. O O
During O O
the O O
Revolutionary O I-ORG
and O O
Napoleonic O I-MISC
Wars O I-MISC
( O O
1793 O O
& O O
amp O O
; O O
# O O
x2013 O O
; O O
1815 O O
) O O
COMMA O I-ORG
large O O
numbers O O
of O O
French O I-MISC
prisoners O O
were O O
housed O O
in O O
open O O
prisons O O
throughout O O
Britain I-LOC I-LOC
. O O
Their O O
daily O O
food O O
ration O O
included O O
half O O
a O O
pound O O
of O O
beef O O
or O O
mutton O O
on O O
the O O
bone O O
. O O
Subsequently O O
COMMA O O
the O O
bone O O
became O O
a O O
readily O O
available O O
source O O
of O O
raw O O
material O O
from O O
which O O
a O O
variety O O
of O O
objects O O
were O O
crafted O O
. O O
Other O O
materials O O
were O O
also O O
used O O
including O O
wood O O
COMMA O I-ORG
horn O O
COMMA O I-ORG
brass O O
COMMA O I-ORG
silk O O
COMMA O I-ORG
straw O O
and O O
glass O O
. O O
Typically O O
COMMA O O
the O O
models O O
were O O
not O O
made O O
to O O
scale O O
as O O
accurate O O
scale O O
plans O O
were O O
not O O
available O O
and O O
tools O O
were O O
limited O O
. O O
To O O
realize O O
agood O O
price O O
at O O
market O O
COMMA O O
the O O
models O O
were O O
often O O
named O O
after O O
famous O O
ships O O
of O O
the O O
time O O
COMMA O I-ORG
whilst O O
some O O
models O O
included O O
spring-loaded O O
guns O O
operated O O
by O O
cords O O
. O O
Account O O
of O O
the O O
war O O
in O O
Spain I-LOC I-LOC
and O O
Portugal I-LOC I-LOC
and O O
the O O
south O O
of O O
France I-LOC I-LOC
: O O
from O O
1808 O O
to O O
1814 O O
COMMA O O
inclusive O O
Jones I-PER I-ORG
COMMA O I-ORG
Thomas I-PER I-ORG
London I-LOC I-ORG
: O O
printed O O
for O O
T I-PER O
. I-PER O
Egerton I-PER I-PER
Guerras O I-PER
napoleónicas O O
COMMA O O
1800-1815 O O
[ O O
Letter O O
from O O
William I-PER I-PER
Reeves I-PER I-PER
( O O
[ O O
Parsonage O I-ORG
] O O
COMMA O I-ORG
Ballymena I-LOC I-ORG
COMMA O I-ORG
Co O I-ORG
. O I-ORG
Antrim I-LOC I-ORG
) O O
to O O
John I-PER I-PER
O O I-PER
SQUOTEDonovan I-PER I-PER
COMMA O O
incorporating O O
O O I-ORG
SQUOTEDonovan I-PER I-ORG
SQUOTE O I-ORG
s O O
response O O
to O O
queries O O
. O O
] O O
Colgan I-PER I-PER
COMMA O I-PER
COMMA O O
1592-1658-- O O
Criticism O O
and O O
interpretation O O
Irish O I-MISC
poetry-- O O
To O O
1100-- O O
Translations O O
into O O
English-- O O
History O O
and O O
criticism O O
Learning O I-ORG
and O O
scholarship-- O O
Ireland I-LOC I-LOC
-- O O
19th O O
century O O
Lynch I-PER I-PER
COMMA O I-PER
COMMA O O
1757-ca O O
. O O
1830-- O O
Life O O
of O O
Saint O O
Patrick I-PER I-PER
COMMA O I-PER
apostle O O
of O O
Ireland I-LOC I-LOC
Manuscripts O O
COMMA O I-ORG
Irish O I-ORG
Names O I-ORG
COMMA O I-ORG
Personal-- O I-ORG
Pronunciation O I-ORG
O O I-ORG
SQUOTEClery I-PER I-ORG
COMMA O I-ORG
COMMA O O
1575-1643-- O O
Criticism O O
and O O
interpretation O O
O O O
