"Fats"	"_"	"_"	"_"	"Waller"	","	"Viper"	"0.687"	"0"	"1.54982374282794"	"0.203"	"0"	"4.678"	"0"	"0"	"0"	"1.433"	"0.148"	"1.124"	"0.000"	"0"	"0.000"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"4"	"1"	"1"	"1"	"6"	"1"	"5"	"0.288"\t"TITLE"\t"O"
"Waller"	"_"	"_"	"Fats"	","	"Viper"	"'s"	"1.550"	"0.687"	"1.550"	"4.678"	"0.203"	"0"	"0"	"0"	"0"	"1.124"	"1.433"	"2.112"	"0.000"	"0.000"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"6"	"1"	"1"	"4"	"1"	"5"	"2"	"0.288"\t"TITLE"\t"O"
","	"_"	"Fats"	"Waller"	"Viper"	"'s"	"Drag"	"1.550"	"1.550"	"1.550"	"0"	"4.678"	"0.107"	"0"	"0"	"0"	"2.112"	"1.124"	"0.494"	"0"	"0.000"	"0.000"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"4"	"6"	"5"	"2"	"4"	"0.288"\t"TITLE"\t"O"
"Viper"	"Fats"	"Waller"	","	"'s"	"Drag"	"_"	"1.550"	"1.550"	"1.550"	"0.107"	"0"	"0"	"0"	"0"	"0"	"0.494"	"2.112"	"0.672"	"0.000"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"5"	"4"	"6"	"1"	"2"	"4"	"1"	"0.288"\t"TITLE"\t"O"
"'s"	"Waller"	","	"Viper"	"Drag"	"_"	"_"	"1.550"	"1.550"	"1.550"	"0"	"0.107"	"0.855"	"0"	"0"	"0"	"0.672"	"0.494"	"1.097"	"0"	"0.000"	"0.000"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"6"	"1"	"5"	"4"	"1"	"1"	"0.288"\t"TITLE"\t"O"
"Drag"	","	"Viper"	"'s"	"_"	"_"	"_"	"1.550"	"1.550"	"1.550"	"0.855"	"0"	"0"	"0"	"0"	"0"	"1.097"	"0.672"	"0.148"	"0.000"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"4"	"1"	"5"	"2"	"1"	"1"	"1"	"0.288"\t"TITLE"\t"O"
"Österreichische"	"_"	"_"	"_"	"Mediathek"	"_"	"_"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.148"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"15"	"1"	"1"	"1"	"17"	"1"	"1"	"-0.693"\t"PUB"\t"B-ORG"
"Mediathek"	"_"	"_"	"Österreichische"	"_"	"_"	"_"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.672"	"0"	"0.148"	"0.000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"9"	"1"	"1"	"15"	"1"	"1"	"1"	"-0.693"\t"PUB"\t"I-ORG"
"Moderne"	"_"	"_"	"_"	"Musikformen"	"-"	"Jazz"	"0"	"0"	"0"	"0.516"	"0"	"0"	"0"	"0"	"0"	"3.739"	"0.148"	"0"	"0.000"	"0"	"0.000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"7"	"1"	"1"	"1"	"11"	"1"	"4"	"0.405"\t"SUBJECT"\t"O"
"Musikformen"	"_"	"_"	"Moderne"	"-"	"Jazz"	"_"	"0"	"0"	"0"	"0"	"0.516"	"0"	"0"	"0"	"0"	"0"	"3.739"	"6.695"	"0.000"	"0.000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"11"	"1"	"1"	"7"	"1"	"4"	"1"	"0.405"\t"SUBJECT"\t"O"
"-"	"_"	"Moderne"	"Musikformen"	"Jazz"	"_"	"_"	"0"	"0"	"0.389737337883003"	"0"	"0"	"0.516"	"0"	"0"	"0"	"6.695"	"0"	"5.039"	"0"	"0.000"	"0.000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"7"	"11"	"4"	"1"	"1"	"0.405"\t"SUBJECT"\t"O"
"Jazz"	"Moderne"	"Musikformen"	"-"	"_"	"_"	"_"	"0.390"	"0"	"0.390"	"0.516"	"0"	"0"	"0"	"0"	"0"	"5.039"	"6.695"	"0.148"	"0.000"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"7"	"11"	"1"	"1"	"1"	"1"	"0.405"\t"SUBJECT"\t"O"
"Waller"	"_"	"_"	"_"	","	""	"Thomas"	"1.550"	"0"	"0"	"4.678"	"0"	"0"	"0"	"0"	"0"	"1.124"	"0.148"	"0"	"0.000"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"6"	"1"	"1"	"1"	"9"	"8"	"14"	"0.693"\t"CREATOR"\t"B-PER"
","	"_"	"_"	"Waller"	""	"Thomas"	"Wright"	"0"	"1.550"	"0"	"0"	"4.678"	"0"	"0"	"0"	"0"	"2.112"	"1.124"	"0"	"0"	"0.000"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"6"	"8"	"14"	"14"	"0.693"\t"CREATOR"\t"I-PER"
"Wright"	","	""	"Thomas"	"_"	"_"	"_"	"3.250"	"0"	"0"	"6.662"	"0"	"0"	"0"	"0"	"0"	"3.178"	"0"	"0.148"	"0.000"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"6"	"1"	"8"	"14"	"1"	"1"	"1"	"0.693"\t"CREATOR"\t"I-PER"
"His"	"_"	"_"	"_"	"Masters"	"Voice"	"_"	"0.128"	"0"	"0"	"1.551"	"0"	"0"	"0"	"0"	"0"	"4.578"	"0.148"	"0"	"0.000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"3"	"1"	"1"	"1"	"15"	"13"	"1"	"1.099"\t"CREATOR"\t"B-ORG"
"Masters"	"_"	"_"	"His"	"Voice"	"_"	"_"	"0.981"	"0.128"	"0"	"4.163"	"1.551"	"0"	"0"	"0"	"0"	"3.058"	"4.578"	"0"	"0.000"	"0.000"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"7"	"1"	"1"	"3"	"13"	"1"	"1"	"1.099"\t"CREATOR"\t"I-ORG"
"Voice"	"_"	"His"	"Masters"	"_"	"_"	"_"	"0.033"	"0.981"	"0"	"0.754"	"4.163"	"0"	"0"	"0"	"0"	"3.255"	"3.058"	"0.148"	"0.000"	"0.000"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"5"	"1"	"3"	"7"	"1"	"1"	"1"	"1.099"\t"CREATOR"\t"I-ORG"
"Multiculturalism"	"_"	"_"	"_"	","	"globalization"	","	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1.885"	"0.148"	"2.112"	"0.000"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"16"	"1"	"1"	"1"	"1"	"13"	"1"	"-2.485"\t"TITLE"\t"O"
","	"_"	"_"	"Multiculturalism"	"globalization"	","	"and"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2.112"	"1.885"	"0.215"	"0"	"0.000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"16"	"13"	"1"	"3"	"-2.485"\t"TITLE"\t"O"
"globalization"	"_"	"Multiculturalism"	","	","	"and"	"morality"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.215"	"2.112"	"2.112"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"13"	"1"	"16"	"1"	"1"	"3"	"8"	"-2.485"\t"TITLE"\t"O"
","	"Multiculturalism"	","	"globalization"	"and"	"morality"	"of"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2.112"	"0.215"	"9.638"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"16"	"1"	"13"	"3"	"8"	"2"	"-2.485"\t"TITLE"\t"O"
"and"	","	"globalization"	","	"morality"	"of"	"economics"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"9.638"	"2.112"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"1"	"13"	"1"	"8"	"2"	"9"	"-2.485"\t"TITLE"\t"O"
