"--","_ _ Ireland School children _","0","0.746","0.029","0","3.902","0.460","0","0","0","0","4.235","7.261","0","1.000","0.000","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","2","1","1","7","6","8","1","-1.504","SUBJECT","O"
"School","_ Ireland -- children _ _","0.029","0","0","0.460","0","0","0","0","0","7.261","0","1.275","0.000","0","0","0","1","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","6","1","7","2","8","1","1","-1.504","SUBJECT","O"
"children","Ireland -- School _ _ _","0","0.029","0","0","0.460","0","0","0","0","1.275","7.261","0","0","0.000","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","1","8","7","2","6","1","1","1","-1.504","SUBJECT","O"
"Ireland","_ _ _ -- Social life","0.746","0","0","3.902","0","0","0","0","0","4.235","0","0","1.000","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","1","0","1","0","7","1","1","1","2","6","4","-1.705","SUBJECT","I-LOC"
"--","_ _ Ireland Social life and","0","0.746","0","0","3.902","0","0","0","0","0","4.235","6.599","0","1.000","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","2","1","1","7","6","4","3","-1.705","SUBJECT","O"
"Social","_ Ireland -- life and customs","0","0","0","0","0","0","0","0","0","6.599","0","2.053","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","6","1","7","2","4","3","7","-1.705","SUBJECT","O"
"life","Ireland -- Social and customs _","0","0","0","0","0","0","0","0","0","2.053","6.599","9.520","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","4","7","2","6","3","7","1","-1.705","SUBJECT","O"
"and","-- Social life customs _ _","0","0","0","0","0","0","0","0","0","9.520","2.053","0.327","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","3","2","6","4","7","1","1","-1.705","SUBJECT","O"
"customs","Social life and _ _ _","0","0","0","0","0","0","0","0","0","0.327","9.520","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","7","6","4","3","1","1","1","-1.705","SUBJECT","O"
"Ireland","_ _ _ -- Town and","0.746","0","0","3.902","0","0","0","0","0","4.235","0","0","1.000","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","1","0","1","0","7","1","1","1","2","4","3","-1.705","SUBJECT","I-LOC"
"--","_ _ Ireland Town and city","0","0.746","0.256","0","3.902","2.140","0","0","0","0","4.235","4.214","0","1.000","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","2","1","1","7","4","3","4","-1.705","SUBJECT","O"
"Town","_ Ireland -- and city histories","0.256","0","0","2.140","0","0","0","0","0","4.214","0","9.520","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","4","1","7","2","3","4","9","-1.705","SUBJECT","O"
"and","Ireland -- Town city histories _","0","0.256","0","0","2.140","0","0","0","0","9.520","4.214","1.667","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","3","7","2","4","4","9","1","-1.705","SUBJECT","O"
"city","-- Town and histories _ _","0","0","0","0","0","0","0","0","0","1.667","9.520","0.229","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","4","2","4","3","9","1","1","-1.705","SUBJECT","O"
"histories","Town and city _ _ _","0","0","0","0","0","0","0","0","0","0.229","1.667","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","9","4","3","4","1","1","1","-1.705","SUBJECT","O"
"Roscommon","_ _ _ ( Ireland :","0","0","0","0.329","0","0","0","0","0","0.387","0","0","0.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","1","0","1","0","9","1","1","1","1","15","1","-1.204","SUBJECT","I-LOC"
"(","_ _ Roscommon Ireland : County","0","0","0","0","0.329","0","0","0","0","0","0.387","0","0","0.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","1","0","0","1","1","1","9","15","1","6","-1.204","SUBJECT","O"
"Ireland","_ Roscommon ( : County )","0.746","0","0","3.902","0","0","0","0","0","4.235","0","0","1.000","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","1","0","0","0","7","1","9","1","1","6","1","-1.204","SUBJECT","I-LOC"
":","Roscommon ( Ireland County ) _","0","0.746","0.057","0","3.902","0.576","0","0","0","0","4.235","6.443","0","1.000","0.000","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","1","0","0","1","9","1","7","6","1","1","-1.204","SUBJECT","O"
"County","( Ireland : ) _ _","0.057","0","0","0.576","0","0","0","0","0","6.443","0","0","0.000","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","0","0","6","1","7","1","1","1","1","-1.204","SUBJECT","O"
")","Ireland : County _ _ _","0","0.057","0","0","0.576","0","0","0","0","0","6.443","0","0","0.000","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","0","1","1","7","1","6","1","1","1","-1.204","SUBJECT","O"
"SQUOTE","_ _ _ Aquitania SQUOTE (","0","0","0","0","0","0.093","0","0","0","0","0","0.497","0","0","0.000","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","1","1","0","6","1","1","1","9","6","1","-1.204","TITLE","O"
"Aquitania","_ _ SQUOTE SQUOTE ( 1914","0","0","0","0.093","0","0","0","0","0","0.497","0","0","0.000","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","1","1","0","0","9","1","1","6","6","1","4","-1.204","TITLE","O"
"SQUOTE","_ SQUOTE Aquitania ( 1914 )","0","0","0","0","0.093","0","0","0","0","0","0.497","0","0","0.000","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","1","1","0","0","6","1","6","9","1","4","1","-1.204","TITLE","O"
"(","SQUOTE Aquitania SQUOTE 1914 ) _","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","1","1","0","0","1","6","9","6","4","1","1","-1.204","TITLE","O"
"1914","Aquitania SQUOTE ( ) _ _","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","0","0","4","9","6","1","1","1","1","-1.204","TITLE","O"
")","SQUOTE ( 1914 _ _ _","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","6","1","4","1","1","1","-1.204","TITLE","O"
"Bedford","_ _ _ Lemere & amp","1.247","0","0","3.743","0","0","0","0","0","2.619","0","0","0.800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","1","1","0","7","1","1","1","14","1","3","-0.916","CREATOR","I-ORG"
"Lemere","_ _ Bedford & amp ;","0","1.247","0","0.630","3.743","0","0","0","0","0.082","2.619","0","0.000","0.800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","6","1","1","7","1","3","1","-0.916","CREATOR","I-ORG"
"&","_ Bedford Lemere amp ; ","0","0","0","0","0.630","0","0","0","0","0","0.082","0","0","0.000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","1","1","7","6","3","1","8","-0.916","CREATOR","O"
"amp","Bedford Lemere & ;  Co","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","0","0","3","7","6","1","1","8","10","-0.916","CREATOR","O"
";","Lemere & amp  Co _","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","0","0","1","6","1","3","8","10","1","-0.916","CREATOR","O"
"circa","_ _ _ 1920 _ _","0","0","0","0","0","0","0","0","0","0.159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","5","1","1","1","4","1","1","0","COVERAGE","O"
"1920","_ _ circa _ _ _","0","0","0","0","0","0","0","0","0","0","0.159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","4","1","1","5","1","1","1","0","COVERAGE","O"
"Historic","_ _ _ Photographic Negatives _","0","0","0","0","0","0","0","0","0","4.164","0","3.008","0.000","0","0.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","1","1","0","1","1","0","0","1","0","8","1","1","1","12","9","1","-0.847","SUBJECT","O"
"Photographic","_ _ Historic Negatives _ _","0","0","0","0","0","0","0","0","0","3.008","4.164","0.082","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","12","1","1","8","9","1","1","-0.847","SUBJECT","O"
"Negatives","_ Historic Photographic _ _ _","0","0","0","0","0","0","0","0","0","0.082","3.008","0","0.000","0.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","1","9","1","8","12","1","1","1","-0.847","SUBJECT","O"
"The","_ _ _ passenger liner &","2.151","0","0","2.044","0","0","0","0","0","5.922","0","0","0.000","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","3","1","1","1","9","5","1","-2.264","DESC","O"
"passenger","_ _ The liner & amp","0","2.151","0","0","2.044","0","0","0","0","0","5.922","0.121","0","0.000","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","9","1","1","3","5","1","3","-2.264","DESC","O"
"liner","_ The passenger & amp ;","0","0","0","0","0","0","0","0","0","0.121","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","5","1","3","9","1","3","1","-2.264","DESC","O"
"&","The passenger liner amp ; apos","0","0","0","0","0","0","0","0","0","0","0.121","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","3","9","5","3","1","4","-2.264","DESC","O"
"amp","passenger liner & ; apos ;","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","3","9","5","1","1","4","1","-2.264","DESC","O"
";","liner & amp apos ; Aquitania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","5","1","3","4","1","9","-2.264","DESC","O"
"apos","& amp ; ; Aquitania &","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","4","1","3","1","1","9","1","-2.264","DESC","O"
";","amp ; apos Aquitania & amp","0","0","0","0","0","0.093","0","0","0","0","0","0.497","0","0","0.000","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","1","3","1","4","9","1","3","-2.264","DESC","O"
"Aquitania","; apos ; & amp ;","0","0","0","0.093","0","0","0","0","0","0.497","0","0","0.000","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","9","1","4","1","1","3","1","-2.264","DESC","O"
"&","apos ; Aquitania amp ; apos","0","0","0","0","0.093","0","0","0","0","0","0.497","0","0","0.000","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","1","4","1","9","3","1","4","-2.264","DESC","O"
"amp","; Aquitania & ; apos ;","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","3","1","9","1","1","4","1","-2.264","DESC","O"
";","Aquitania & amp apos ; (","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","9","1","3","4","1","1","-2.264","DESC","O"
"apos","& amp ; ; ( 1914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","4","1","3","1","1","1","4","-2.264","DESC","O"
";","amp ; apos ( 1914 )","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","1","3","1","4","1","4","1","-2.264","DESC","O"
"(","; apos ; 1914 ) underway","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","1","1","4","1","4","1","8","-2.264","DESC","O"
"1914","apos ; ( ) underway ;","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","4","4","1","1","1","8","1","-2.264","DESC","O"
")","; ( 1914 underway ; a","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","1","1","1","4","8","1","1","-2.264","DESC","O"
"underway","( 1914 ) ; a view","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","8","1","4","1","1","1","4","-2.264","DESC","O"
";","1914 ) underway a view of","0","0","0","0","0","0","0","0","0.213","0","0","6.947","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","4","1","8","1","4","2","-2.264","DESC","O"
"a",") underway ; view of the","0","0","0","0","0","0","0.213","0","0","6.947","0","0.387","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","8","1","4","2","3","-2.264","DESC","O"
"view","underway ; a of the starboard","0","0","0","0","0","0","0","0.213","0","0.387","6.947","9.927","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","8","1","1","2","3","9","-2.264","DESC","O"
"of","; a view the starboard side","0","0","0","0","0","0","0","0","0","9.927","0.387","8.666","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","4","3","9","4","-2.264","DESC","O"
"the","a view of starboard side of","0","0","0","0","0","0","0","0","0","8.666","9.927","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","4","2","9","4","2","-2.264","DESC","O"
"starboard","view of the side of the","0","0","0","0","0","0","0","0","0","0","8.666","0.471","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","4","2","3","4","2","3","-2.264","DESC","O"
"side","of the starboard of the ship","0","0","0","0","0","0","0","0","0","0.471","0","9.927","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","3","9","2","3","4","-2.264","DESC","O"
"of","the starboard side the ship from","0","0","0","0","0","0","0","0","0","9.927","0.471","8.666","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","9","4","3","4","4","-2.264","DESC","O"
"the","starboard side of ship from forward","0","0","0","0","0","0","0","0","0","8.666","9.927","0.952","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","9","4","2","4","4","7","-2.264","DESC","O"
"ship","side of the from forward of","0","0","0","0","0","0","0","0","0","0.952","8.666","4.962","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","2","3","4","7","2","-2.264","DESC","O"
"from","of the ship forward of broadside","0","0","0","0","0","0","0","0","0","4.962","0.952","0.195","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","2","3","4","7","2","9","-2.264","DESC","O"
"forward","the ship from of broadside .","0","0","0","0","0","0","0","0","0","0.195","4.962","9.927","0","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","3","4","4","2","9","1","-2.264","DESC","O"
"of","ship from forward broadside . The","0","0","0","0","0","0","0","0","0","9.927","0.195","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","2","4","4","7","9","1","3","-2.264","DESC","O"
"broadside","from forward of . The appearance","0","0","0","0","0","0","0","0","0","0","9.927","0","0","0","0","0","1","0","0","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","9","4","7","2","1","3","10","-2.264","DESC","O"
".","forward of broadside The appearance of","0","0","2.151","0","0","2.044","0","0","0","0","0","5.922","0","0","0.000","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","7","2","9","3","10","2","-2.264","DESC","O"
